DM Gov,Corp IG,Corp HY,EM Gov,DM Equities,EM Equities,Private Equity,Infrastructure,Real Estate,Hedge Funds
-0.0537153087440103,-0.0509221489685269,-0.0329824199364446,-0.0955116121879656,-0.0628723167977366,0.3173990277717482,0.0993834151309975,0.0354327794016351,-0.0245142909120923,0.142341628685263
0.0845377503605431,0.1521002938802536,0.2931268385672145,0.3154022530718983,0.2969242405842234,0.6021231537592735,0.5296134539249036,0.3031075611380953,0.354553520008168,0.1951890886118892
0.0497245071046161,0.0589614511603795,0.1057311894667916,0.102902485761003,0.0872435975288037,0.3472493098202573,0.3666712795844704,-0.0044422412866823,0.1087929639136571,0.1166890312486057
0.0348725983488844,0.0021651099738229,-0.1082612258185948,0.0565173558944875,-0.1855424170259473,-0.0414433369791983,-0.2270742895580043,0.0397058844966675,-0.2143875650402228,-0.1277675429625281
0.00026278909047,0.0096710042949548,-0.0620465106481227,0.0246464888872455,-0.0336221990231564,0.1491954562615987,-0.0842647500025692,0.183832497640398,-0.0093151625031999,0.0834287244469527
0.0405873048823528,0.0558082491523093,0.0483971546881358,0.1410942924086597,0.0916713368002006,0.2505953606657078,0.3681263535987293,-0.0014347902160734,-0.1042223218417132,0.1285216059175589
0.0793841667214596,0.0769062112930687,0.1010096455654172,0.0693236820244067,0.1182965540037022,0.1905284645641263,0.0920167911064742,0.1448609632259023,0.223933811817248,0.0873154049468034
0.0861006392384564,0.0128330281825921,-0.0822612373569356,-0.0683734384318827,-0.0061119192598252,-0.0121183564289901,0.1584618321321131,0.0807641951196078,0.1767219478379369,0.0276330135037925
0.0299332253180597,0.0423673115465077,0.1445708986516622,0.1426617801303291,0.0775626748330216,0.2199768026676283,-0.0418783627029332,0.4040299901537219,0.0265781847230133,0.0879789344621584
0.0397334492083543,0.0380407501968274,0.0022306184646254,-0.0036884015175717,-0.0167807067073302,-0.1196294494994931,0.0087791569372162,0.0099216113406861,-0.0934525947751556,0.0306186148543652
0.014782064708799,0.0511817226115112,0.1452745851631665,0.1039560490507851,0.3268130846977213,0.3245357526839858,0.4966056245942145,0.182799413106226,0.1246279489824051,0.1869946870211414
0.0379530245334123,-0.0117346314863888,-0.0578241236444321,0.0583258265683992,-0.1078820726753734,0.0572240287178269,0.0801381291764498,0.1658843195298229,-0.0031378659423172,-0.0642867817403588
0.0222327063268819,0.0057291826737506,-0.0672286275468608,0.0979750198376445,0.0175360576671459,0.0774864049639787,-0.2986466367934104,-0.0626182830446754,-0.1670643809630464,-0.022643190674213
0.002515181103522,-0.0013765626843187,-0.0030561782011511,0.0028524028978729,0.175336282799658,0.0731189396665814,0.3097142635265058,0.070008032779592,0.1599165469721217,0.0545875873106649
-0.0087312490364178,0.010834851284639,-0.0225929338604556,-0.0281354239499223,-0.0495244087155966,-0.1515869775150614,-0.1251528576916779,0.1551848059830252,-0.082931893315969,0.0175780043020783
0.0075807441086308,-0.0029947065825611,0.0924877691629417,0.0943917865285828,0.1336685702224722,0.3847845040750464,0.2504729726997596,0.142176721277442,-0.0727531676988293,0.0173906209939
0.040997060748904,0.0628423216998004,0.0541046290255471,0.128829437944298,-0.0253530050121829,0.0101354550709624,-0.0354683885886291,0.1901667950575294,0.0684139507838632,0.139947920152194
0.0238196083952459,0.0113807717260814,-0.090689617317984,0.0361168963475611,-0.1696875247354514,0.0660594951956616,0.2151471777226159,0.1953782338623682,0.2088802639814524,-0.0965560658183184
0.0364771758607027,0.0199266561242841,-0.0357164287678463,0.0889717402110508,-0.0666119596726249,-0.0795464522013874,-0.1184108906761503,-0.1124723562325881,-0.0698150204600848,-0.034179232026008
0.0512468636436411,0.0815673823393758,0.2517886621728102,0.1031434155926971,0.3159898117459052,0.0831581765885558,0.2118405202971354,0.189657353125155,0.2719860933762339,0.2831797958407305
0.0919039525972513,0.1158805638474715,0.1059303512465432,0.1168701776470471,-0.0055869518895504,0.0053640319427992,0.2185221796682714,0.2973840193688875,-0.1181522051166469,0.1264623435365768
0.0579630016848671,0.081744856795809,0.0586525676347853,0.1665428324365954,-0.0082638760310747,0.1507109205752821,-0.0207357824495738,0.0195274641451128,0.207797426841376,0.1079468955174329
0.0071189746437014,0.0580039881162945,0.0482534114308914,0.055713875128035,-0.1256430241367316,-0.1160763259317888,-0.07562243713752,-0.1030145788884993,0.1135803283307685,-0.0092558078370905
0.0587981379409556,0.0634830883811274,-0.0840228067853361,-0.0723245681645872,-0.1436277446669066,-0.3015625764970721,-0.1688446425832074,-0.0626689405009023,-0.1108892423165466,0.0039544791817547
0.0255623893591308,0.0548569635272062,0.0806913354161411,0.0284878274349602,0.094630918198894,0.1181425866583867,0.401771472976516,0.14632189129846,0.0846545141479984,0.155997576318807
0.0350276395265858,0.0255960267752564,-0.0004765677820435,0.1462078864341085,0.0948725667759913,0.2754323703732313,0.0477040669964914,0.0363887571298966,0.0426859084852555,0.0766572976429456
0.075378125770072,0.0840003228313923,0.0402956702989789,0.11331646162217,-0.0527145010639398,-0.0557104697119162,-0.1069682562126725,-0.2136972492318039,-0.0533206693471762,0.0134639273045908
0.0399563655100276,0.0836408865898445,0.2027344733340386,0.0654129166462262,0.4015618616920702,-0.0328384164084276,0.216475327444696,0.1506141289998588,0.250489845296735,0.0652821555473672
0.0407132531027591,0.0143779021133854,-0.0472227185390916,0.0549469988783017,-0.1360859586858447,0.0021219346644032,0.1100817607065833,-0.0528753081986048,-0.1662172368941755,-0.0138717539098759
0.0455157926320743,0.0043271064153747,-0.0878768912847161,-0.0393339500273172,-0.2426273358929295,-0.1062726070927047,-0.1154933814060451,0.1700057107244701,0.0199654629233585,-0.077973371334498
0.0272580368982491,0.0706410123020817,0.1649598369531784,0.0497971274317809,0.2866779316635606,0.2788880265909956,0.3658404132698611,0.3561224926786281,0.2636043479162282,0.2007635428350749
0.1463816608180259,0.0520001899304849,-0.1124376996333422,0.1011320734228746,-0.1468023580000997,-0.0722385910597683,0.0521489571414099,-0.1170036871480557,-0.014408846636797,0.0357013290361543
0.0869163251272373,0.1128015748712762,0.0904667501296623,0.1009009068384438,0.0081853698040579,-0.1076820901535744,-0.0510704791154611,0.0835502804041072,-0.0089314485045893,0.0516111394090961
0.0311405770188071,0.0682815475742819,0.1364946916020943,0.0312276568679745,0.0929373908081414,0.1756396534846411,0.1229707355318228,0.2720797881860397,0.0716086852775199,0.0608166816389401
0.1053431938448534,0.0704550561912251,-0.0218777111338013,0.1235400839339857,0.0014440363591998,-0.0165302005519859,-0.0699863208787783,-0.1761368761674541,0.0893819688475485,-0.0082063425479879
0.0349213547221887,0.0501734504725928,0.1109181676344035,0.2465819361230314,0.2931667233225645,0.366108905580045,0.1505752989251254,-0.0120998898957143,0.2210830303170079,0.1637373413730336
0.0134404511982446,0.0359378111521002,0.030951387592599,0.0554500330283738,0.0254793259389931,-0.0634267090310132,0.0143819827497424,0.2138925044917423,0.0610224474134661,0.0292512576492827
0.0955851879168139,0.2037473460844105,0.1627926557484664,0.1972864423459313,0.1419305212551842,0.036567540283614,0.0609417676529526,-0.0852764507625519,0.0075814077190523,0.0405362517295018
0.0158289727531246,-0.0148852249876721,-0.0006357021306183,-0.0259300912703479,-0.0393438409002835,-0.1686843029632532,-0.1396719479068818,-0.0769835759689754,-0.1075359588468083,-0.0813651473928874
0.0374723276836204,0.1129373983121329,0.248956994660819,0.19898591835495,0.3472408159467166,0.4981748257977252,0.5119152821737141,0.2138980841449231,-0.0158332884061458,0.1595760357150544
0.036324661620634,0.0047348813551528,-0.0376072594059634,-0.0358600979611976,-0.1370125244876898,-0.1817320581844842,0.0192680737215387,-0.0918271618427544,0.0803614536720918,0.0422856891406286
0.0245924678236122,0.0526768210497308,0.1078571494012836,-0.0143388438131729,0.2278111677563983,-0.0415051716729413,0.3025622673818375,0.0714917735254418,0.4925749767192529,0.1057432834214677
-0.0492696047148696,0.0141323460792472,0.1525450800093966,-0.1081234719330129,0.1323237348713914,-0.0945517986857653,0.0629308919330238,0.2380503988703601,0.1018912225372452,0.1317585924061495
0.0548506040079046,0.067419448924429,0.0237850358009066,0.0364475704608491,-0.0190956704839314,0.1081759664578814,0.0925517614627002,0.1310415409297594,-0.0414725918130797,0.0610480674561406
-0.0176297744692044,0.0118617925236836,0.0581500505075378,-0.0683877308940605,0.0541045015859138,-0.0774440331726945,0.0020046337292745,0.0688017363833572,0.1494530058001097,-0.0028877528252732
0.0694092525966916,0.0521172683632691,0.034300034887114,0.0014766213945203,0.171456392272238,0.1196612150663032,0.289829552296855,0.3186003818074945,0.1869989046082953,-0.0599631838136746
0.0255728208287731,-0.0121405640419647,-0.1202283937183928,-0.1548205957769218,-0.2106341225354123,-0.1957992248664997,-0.0350715313562486,-0.0829169576330685,-0.1528863681764642,-0.1433944980493117
0.0012643222607415,-0.0037523325026824,0.0164867372156021,-0.0232336691452978,-0.0145022846021707,-0.0164893485114041,0.1417789288685964,-0.0058948030382001,0.0200108449898943,-0.0077745583874057
0.1073535726019607,0.1498412701606422,0.1039263711682743,0.2370360460010678,0.1333192941687393,0.0835916609650617,0.1259053634599494,0.0671369119954765,0.1601480828011101,0.0578236742723128
-0.0622075584166739,-0.0627315620011472,0.0295514896569082,-0.0716983712346823,0.0945328255582589,0.1493260351596026,0.1448904018682786,0.1913216389747958,0.1836797167989317,0.0532866739975685
-0.0422973009379119,-0.1040838657861161,-0.1737849891021214,-0.1934445461613844,-0.2320067178191244,-0.2565346542438024,-0.0565618419657156,-0.1804169250777719,-0.1700812438465647,-0.0863923857116922
0.0320099032141385,-0.0454868017072144,-0.0702240878187441,-0.0573126420432027,0.113892424095042,0.0585132330921949,0.0753797705573475,0.3434933987194319,0.0426329547935993,-0.051364606531403
0.0769510395379557,-0.0209709928278949,-0.0997655067065068,-0.0001022406929614,-0.1302626309595801,-0.2583889881653363,-0.1545795719791187,-0.113485320811514,0.1270757553543897,-0.0829520238726407
