DM Gov,Corp IG,Corp HY,EM Gov,DM Equities,EM Equities,Private Equity,Infrastructure,Real Estate,Hedge Funds,Put 90 option,Put 95 option,Put ATMF option,Call ATMF option,Call 105 option,Call 110 option
-0.053715308744010315,-0.05092214896852698,-0.032982419936444685,-0.09551161218796567,-0.06287231679773664,0.3173990277717482,0.09938341513099758,0.03543277940163514,-0.02451429091209234,0.142341628685263,-0.029432174988461346,-0.03300174688094315,-0.005859998694688451,-0.06873231549242509,-0.04531242076494818,-0.0284548525368441
0.08453775036054312,0.1521002938802536,0.29312683856721455,0.3154022530718983,0.2969242405842234,0.6021231537592735,0.5296134539249036,0.30310756113809534,0.354553520008168,0.19518908861188922,-0.029432174988461346,-0.045874063678679744,-0.06873231549242509,0.2281919250917983,0.20161181981927517,0.1684693880473792
0.04972450710461618,0.05896145116037954,0.10573118946679161,0.10290248576100303,0.08724359752880373,0.34724930982025737,0.36667127958447043,-0.004442241286682358,0.10879296391365711,0.11668903124860575,-0.029432174988461346,-0.045874063678679744,-0.06873231549242509,0.01851128203637864,-0.008068823236144496,-0.0284548525368441
0.034872598348884454,0.0021651099738229096,-0.10826122581859488,0.056517355894487586,-0.18554241702594731,-0.04144333697919833,-0.22707428955800435,0.039705884496667565,-0.21438756504022283,-0.12776754296252812,0.05611024203748599,0.08966835334726753,0.11681010153352223,-0.06873231549242509,-0.04531242076494818,-0.0284548525368441
0.0002627890904700614,0.009671004294954821,-0.06204651064812272,0.02464648888724552,-0.03362219902315644,0.1491954562615987,-0.08426475000256928,0.183832497640398,-0.00931516250319997,0.0834287244469527,-0.029432174988461346,-0.045874063678679744,-0.03511011646926865,-0.06873231549242509,-0.04531242076494818,-0.0284548525368441
0.04058730488235285,0.05580824915230931,0.04839715468813588,0.14109429240865978,0.09167133680020068,0.25059536066570787,0.36812635359872936,-0.0014347902160734005,-0.1042223218417132,0.1285216059175589,-0.029432174988461346,-0.045874063678679744,-0.06873231549242509,0.022939021307775587,-0.003641083964747549,-0.0284548525368441
0.07938416672145965,0.07690621129306874,0.10100964556541725,0.06932368202440675,0.1182965540037022,0.1905284645641263,0.0920167911064742,0.14486096322590236,0.22393381181724803,0.08731540494680345,-0.029432174988461346,-0.045874063678679744,-0.06873231549242509,0.049564238511277114,0.02298413323875398,-0.010158298533141985
0.08610063923845646,0.012833028182592132,-0.08226123735693569,-0.0683734384318827,-0.006111919259825238,-0.012118356428990174,0.15846183213211318,0.08076419511960786,0.17672194783793693,0.027633013503792547,-0.029432174988461346,-0.045874063678679744,-0.06262039623259985,-0.06873231549242509,-0.04531242076494818,-0.0284548525368441
0.029933225318059753,0.04236731154650775,0.14457089865166228,0.14266178013032915,0.0775626748330216,0.2199768026676283,-0.041878362702933214,0.4040299901537219,0.02657818472301332,0.08797893446215843,-0.029432174988461346,-0.045874063678679744,-0.06873231549242509,0.008830359340596505,-0.01774974593192663,-0.0284548525368441
0.03973344920835431,0.0380407501968274,0.0022306184646254668,-0.003688401517571771,-0.01678070670733023,-0.11962944949949317,0.008779156937216204,0.009921611340686143,-0.09345259477515566,0.030618614854365234,-0.029432174988461346,-0.045874063678679744,-0.05195160878509486,-0.06873231549242509,-0.04531242076494818,-0.0284548525368441
